"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 14:38:29 GMT 2023","Fri Apr 14 14:38:34 GMT 2023","5378","Vizsgaremek","conduit_test","TestConduit","","","test_registration_empty_fields",""
"passed","Fri Apr 14 14:38:43 GMT 2023","Fri Apr 14 14:38:43 GMT 2023","285","Vizsgaremek","conduit_test","TestConduit","","","test_login",""
"passed","Fri Apr 14 14:38:36 GMT 2023","Fri Apr 14 14:38:40 GMT 2023","4286","Vizsgaremek","conduit_test","TestConduit","","","test_login_empty_fields",""
"passed","Fri Apr 14 14:38:22 GMT 2023","Fri Apr 14 14:38:28 GMT 2023","5435","Vizsgaremek","conduit_test","TestConduit","","","test_registration_wrong_email",""
"passed","Fri Apr 14 14:38:18 GMT 2023","Fri Apr 14 14:38:21 GMT 2023","2471","Vizsgaremek","conduit_test","TestConduit","","","test_registration",""
"passed","Fri Apr 14 14:39:48 GMT 2023","Fri Apr 14 14:39:54 GMT 2023","6617","Vizsgaremek","conduit_test","TestConduit","","","test_comment_delete",""
"passed","Fri Apr 14 14:38:41 GMT 2023","Fri Apr 14 14:38:42 GMT 2023","860","Vizsgaremek","conduit_test","TestConduit","","","test_login_wrong_password",""
"passed","Fri Apr 14 14:38:16 GMT 2023","Fri Apr 14 14:38:17 GMT 2023","1095","Vizsgaremek","conduit_test","TestConduit","","","test_cookies",""
"passed","Fri Apr 14 14:39:55 GMT 2023","Fri Apr 14 14:39:56 GMT 2023","852","Vizsgaremek","conduit_test","TestConduit","","","test_log_out",""
"passed","Fri Apr 14 14:39:57 GMT 2023","Fri Apr 14 14:40:39 GMT 2023","41517","Vizsgaremek","conduit_test","TestConduit","","","test_source",""
"passed","Fri Apr 14 14:40:40 GMT 2023","Fri Apr 14 14:40:41 GMT 2023","1082","Vizsgaremek","conduit_test","TestConduit","","","test_save",""
"passed","Fri Apr 14 14:39:39 GMT 2023","Fri Apr 14 14:39:46 GMT 2023","7036","Vizsgaremek","conduit_test","TestConduit","","","test_comment_create",""
"passed","Fri Apr 14 14:38:47 GMT 2023","Fri Apr 14 14:38:48 GMT 2023","990","Vizsgaremek","conduit_test","TestConduit","","","test_tags",""
"passed","Fri Apr 14 14:38:45 GMT 2023","Fri Apr 14 14:38:46 GMT 2023","1044","Vizsgaremek","conduit_test","TestConduit","","","test_page_number",""
"passed","Fri Apr 14 14:38:49 GMT 2023","Fri Apr 14 14:39:00 GMT 2023","10851","Vizsgaremek","conduit_test","TestConduit","","","test_article_create1",""
"passed","Fri Apr 14 14:39:02 GMT 2023","Fri Apr 14 14:39:17 GMT 2023","14592","Vizsgaremek","conduit_test","TestConduit","","","test_article_edit",""
"passed","Fri Apr 14 14:39:18 GMT 2023","Fri Apr 14 14:39:38 GMT 2023","19874","Vizsgaremek","conduit_test","TestConduit","","","test_article_delete",""
"passed","Fri Apr 14 14:40:43 GMT 2023","Fri Apr 14 14:41:55 GMT 2023","72155","Vizsgaremek","conduit_test","TestConduit","","","test_tobszoros_adatbevitel",""
