"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 07:33:56 GMT 2023","Fri Apr 14 07:33:57 GMT 2023","807","Vizsgaremek","conduit_test","TestConduit","","","test_log_out",""
"broken","Fri Apr 14 07:33:58 GMT 2023","Fri Apr 14 07:34:02 GMT 2023","4307","Vizsgaremek","conduit_test","TestConduit","","","test_source",""
"passed","Fri Apr 14 07:33:14 GMT 2023","Fri Apr 14 07:33:15 GMT 2023","941","Vizsgaremek","conduit_test","TestConduit","","","test_tags",""
"passed","Fri Apr 14 07:32:45 GMT 2023","Fri Apr 14 07:32:46 GMT 2023","1055","Vizsgaremek","conduit_test","TestConduit","","","test_cookies",""
"passed","Fri Apr 14 07:33:12 GMT 2023","Fri Apr 14 07:33:13 GMT 2023","985","Vizsgaremek","conduit_test","TestConduit","","","test_page_number",""
"passed","Fri Apr 14 07:33:28 GMT 2023","Fri Apr 14 07:33:39 GMT 2023","11342","Vizsgaremek","conduit_test","TestConduit","","","test_article_delete",""
"passed","Fri Apr 14 07:32:57 GMT 2023","Fri Apr 14 07:33:02 GMT 2023","5326","Vizsgaremek","conduit_test","TestConduit","","","test_registration_empty_fields",""
"passed","Fri Apr 14 07:33:03 GMT 2023","Fri Apr 14 07:33:07 GMT 2023","4269","Vizsgaremek","conduit_test","TestConduit","","","test_login_empty_fields",""
"passed","Fri Apr 14 07:33:40 GMT 2023","Fri Apr 14 07:33:47 GMT 2023","6945","Vizsgaremek","conduit_test","TestConduit","","","test_comment_create",""
"passed","Fri Apr 14 07:33:10 GMT 2023","Fri Apr 14 07:33:11 GMT 2023","272","Vizsgaremek","conduit_test","TestConduit","","","test_login",""
"passed","Fri Apr 14 07:33:16 GMT 2023","Fri Apr 14 07:33:27 GMT 2023","10840","Vizsgaremek","conduit_test","TestConduit","","","test_article_create1",""
"passed","Fri Apr 14 07:32:50 GMT 2023","Fri Apr 14 07:32:55 GMT 2023","5355","Vizsgaremek","conduit_test","TestConduit","","","test_registration_wrong_email",""
"passed","Fri Apr 14 07:33:08 GMT 2023","Fri Apr 14 07:33:09 GMT 2023","849","Vizsgaremek","conduit_test","TestConduit","","","test_login_wrong_password",""
"passed","Fri Apr 14 07:32:47 GMT 2023","Fri Apr 14 07:32:49 GMT 2023","2109","Vizsgaremek","conduit_test","TestConduit","","","test_registration",""
"passed","Fri Apr 14 07:33:48 GMT 2023","Fri Apr 14 07:33:55 GMT 2023","6528","Vizsgaremek","conduit_test","TestConduit","","","test_comment_delete",""
"passed","Fri Apr 14 07:34:03 GMT 2023","Fri Apr 14 07:34:04 GMT 2023","977","Vizsgaremek","conduit_test","TestConduit","","","test_save",""
